,Load name,Channel,Value (%),Level,Frequency (Hz),Voltage (V)
33,"RGB LED strip, 3 channels, Red wire",0,1.4,917,991,0.17924771020599917
34,"RGB LED strip, 3 channels, Red wire",0,1.43,937,991,0.17982620786034656
35,"RGB LED strip, 3 channels, Red wire",0,1.46,956,991,0.17895282120670042
36,"RGB LED strip, 3 channels, Red wire",0,1.49,976,991,0.17937267401959325
37,"RGB LED strip, 3 channels, Red wire",0,1.52,996,991,0.17981604755027883
38,"RGB LED strip, 3 channels, Red wire",0,1.55,1015,991,0.17951763844355698
39,"RGB LED strip, 3 channels, Red wire",0,1.58,1035,991,0.1794457162486657
40,"RGB LED strip, 3 channels, Red wire",0,1.61,1055,991,0.17926123061861113
41,"RGB LED strip, 3 channels, Red wire",0,1.64,1074,991,0.17893010051332284
42,"RGB LED strip, 3 channels, Red wire",0,1.67,1094,991,0.17945083640492043
43,"RGB LED strip, 3 channels, Red wire",0,1.7,1114,991,0.18016797829035178
44,"RGB LED strip, 3 channels, Red wire",0,1.73,1133,991,0.17974508538468545
45,"RGB LED strip, 3 channels, Red wire",0,1.76,1153,991,0.18046262728232756
46,"RGB LED strip, 3 channels, Red wire",0,1.79,1173,991,0.18009429604174965
47,"RGB LED strip, 3 channels, Red wire",0,1.82,1192,991,0.1795651598937951
48,"RGB LED strip, 3 channels, Red wire",0,1.85,1212,991,0.17987020920316277
49,"RGB LED strip, 3 channels, Red wire",0,1.88,1232,991,0.17902890352855025
50,"RGB LED strip, 3 channels, Red wire",0,1.91,1251,991,0.17974724545060566
51,"RGB LED strip, 3 channels, Red wire",0,1.94,1271,991,0.17937411406353954
52,"RGB LED strip, 3 channels, Red wire",0,1.97,1291,991,0.17948275737907002
53,"RGB LED strip, 3 channels, Red wire",0,2.0,1310,991,0.1795423591979747
54,"RGB LED strip, 3 channels, Red wire",0,2.03,1330,991,0.1788717787334811
55,"RGB LED strip, 3 channels, Red wire",0,2.06,1350,991,0.17911794624591856
56,"RGB LED strip, 3 channels, Red wire",0,2.09,1369,991,0.17911194606280734
57,"RGB LED strip, 3 channels, Red wire",0,2.12,1389,991,0.17923978996429338
58,"RGB LED strip, 3 channels, Red wire",0,2.15,1408,991,0.18008493575609588
59,"RGB LED strip, 3 channels, Red wire",0,2.18,1428,991,0.18059215123508446
60,"RGB LED strip, 3 channels, Red wire",0,2.21,1448,991,0.18146897799371284
61,"RGB LED strip, 3 channels, Red wire",0,2.24,1467,991,0.18194739259376688
62,"RGB LED strip, 3 channels, Red wire",0,2.27,1487,991,0.18494404404431178
63,"RGB LED strip, 3 channels, Red wire",0,2.3,1507,991,0.18775028968413443
64,"RGB LED strip, 3 channels, Red wire",0,2.33,1526,991,0.19048181304360987
65,"RGB LED strip, 3 channels, Red wire",0,2.36,1546,991,0.19394391869869076
66,"RGB LED strip, 3 channels, Red wire",0,2.39,1566,991,0.19792156008667203
67,"RGB LED strip, 3 channels, Red wire",0,2.42,1585,991,0.2085181234681231
68,"RGB LED strip, 3 channels, Red wire",0,2.45,1605,991,0.21452462677205686
69,"RGB LED strip, 3 channels, Red wire",0,2.48,1625,991,0.2205827316507469
70,"RGB LED strip, 3 channels, Red wire",0,2.51,1644,991,0.2261573817755681
71,"RGB LED strip, 3 channels, Red wire",0,2.54,1664,991,0.23599960213629517
72,"RGB LED strip, 3 channels, Red wire",0,2.57,1684,991,0.2404038165422544
73,"RGB LED strip, 3 channels, Red wire",0,2.6,1703,991,0.24492827461775588
74,"RGB LED strip, 3 channels, Red wire",0,2.63,1723,991,0.25027467777703216
75,"RGB LED strip, 3 channels, Red wire",0,2.66,1743,991,0.25896590301217615
76,"RGB LED strip, 3 channels, Red wire",0,2.69,1762,991,0.26365796620258214
77,"RGB LED strip, 3 channels, Red wire",0,2.72,1782,991,0.2698134340525541
78,"RGB LED strip, 3 channels, Red wire",0,2.75,1802,991,0.27561577112582986
79,"RGB LED strip, 3 channels, Red wire",0,2.78,1821,991,0.2826427055708488
80,"RGB LED strip, 3 channels, Red wire",0,2.81,1841,991,0.29378080547868524
81,"RGB LED strip, 3 channels, Red wire",0,2.84,1861,991,0.29851246987762164
82,"RGB LED strip, 3 channels, Red wire",0,2.87,1880,991,0.30565780793603314
83,"RGB LED strip, 3 channels, Red wire",0,2.9,1900,991,0.31203224246833744
84,"RGB LED strip, 3 channels, Red wire",0,2.93,1920,991,0.32522392504654074
85,"RGB LED strip, 3 channels, Red wire",0,2.96,1939,991,0.3314849961192663
86,"RGB LED strip, 3 channels, Red wire",0,2.99,1959,991,0.33607457618213327
87,"RGB LED strip, 3 channels, Red wire",0,3.0,1966,991,0.33770846604449695
88,"RGB LED strip, 3 channels, Red wire",0,3.05,1998,991,0.34846239422834296
89,"RGB LED strip, 3 channels, Red wire",0,3.1,2031,991,0.36592044700583
90,"RGB LED strip, 3 channels, Red wire",0,3.15,2064,991,0.375105927324441
91,"RGB LED strip, 3 channels, Red wire",0,3.2,2097,991,0.3837460309994836
92,"RGB LED strip, 3 channels, Red wire",0,3.25,2129,991,0.39423203100680587
93,"RGB LED strip, 3 channels, Red wire",0,3.3,2162,991,0.4058995070699187
94,"RGB LED strip, 3 channels, Red wire",0,3.35,2195,991,0.41648887023163805
95,"RGB LED strip, 3 channels, Red wire",0,3.4,2228,991,0.4242122259297489
96,"RGB LED strip, 3 channels, Red wire",0,3.45,2260,991,0.4363211554649523
97,"RGB LED strip, 3 channels, Red wire",0,3.5,2293,991,0.4462716991314452
98,"RGB LED strip, 3 channels, Red wire",0,3.55,2326,991,0.4605120537125787
99,"RGB LED strip, 3 channels, Red wire",0,3.6,2359,991,0.47212056797631907
100,"RGB LED strip, 3 channels, Red wire",0,3.65,2391,991,0.48491727850093086
101,"RGB LED strip, 3 channels, Red wire",0,3.7,2424,991,0.4975677445625158
102,"RGB LED strip, 3 channels, Red wire",0,3.75,2457,991,0.5134053478878218
103,"RGB LED strip, 3 channels, Red wire",0,3.8,2490,991,0.5217252817920478
104,"RGB LED strip, 3 channels, Red wire",0,3.85,2523,991,0.5357693903842266
105,"RGB LED strip, 3 channels, Red wire",0,3.9,2555,991,0.5489120314658098
106,"RGB LED strip, 3 channels, Red wire",0,3.95,2588,991,0.5668318583355193
107,"RGB LED strip, 3 channels, Red wire",0,4.0,2621,991,0.5785284552873343
108,"RGB LED strip, 3 channels, Red wire",0,4.05,2654,991,0.5930955398394804
109,"RGB LED strip, 3 channels, Red wire",0,4.1,2686,991,0.6073832558659659
110,"RGB LED strip, 3 channels, Red wire",0,4.15,2719,991,0.6304397194933955
111,"RGB LED strip, 3 channels, Red wire",0,4.2,2752,991,0.6487797991882094
112,"RGB LED strip, 3 channels, Red wire",0,4.25,2785,991,0.6601897473921949
113,"RGB LED strip, 3 channels, Red wire",0,4.3,2817,991,0.6702566946110405
114,"RGB LED strip, 3 channels, Red wire",0,4.35,2850,991,0.6721640328183891
115,"RGB LED strip, 3 channels, Red wire",0,4.4,2883,991,0.6955727471956522
116,"RGB LED strip, 3 channels, Red wire",0,4.45,2916,991,0.715098623078097
117,"RGB LED strip, 3 channels, Red wire",0,4.5,2949,991,0.7285439933982332
118,"RGB LED strip, 3 channels, Red wire",0,4.55,2981,991,0.7462464536344527
119,"RGB LED strip, 3 channels, Red wire",0,4.6,3014,991,0.7592471703848326
120,"RGB LED strip, 3 channels, Red wire",0,4.65,3047,991,0.7779485411053798
121,"RGB LED strip, 3 channels, Red wire",0,4.7,3080,991,0.784624504839625
122,"RGB LED strip, 3 channels, Red wire",0,4.75,3112,991,0.7959366900601237
123,"RGB LED strip, 3 channels, Red wire",0,4.8,3145,991,0.8151627967943339
124,"RGB LED strip, 3 channels, Red wire",0,4.85,3178,991,0.8272305250721711
125,"RGB LED strip, 3 channels, Red wire",0,4.9,3211,991,0.8416236043140984
126,"RGB LED strip, 3 channels, Red wire",0,4.95,3243,991,0.8634137892977742
127,"RGB LED strip, 3 channels, Red wire",0,5.0,3276,991,0.8775341402166809
128,"RGB LED strip, 3 channels, Red wire",0,5.05,3309,991,0.890608059201026
129,"RGB LED strip, 3 channels, Red wire",0,5.1,3342,991,0.9047996922953
130,"RGB LED strip, 3 channels, Red wire",0,5.15,3375,991,0.9225357535569325
131,"RGB LED strip, 3 channels, Red wire",0,5.2,3407,991,0.930964730788902
132,"RGB LED strip, 3 channels, Red wire",0,5.25,3440,991,0.9456567791546395
133,"RGB LED strip, 3 channels, Red wire",0,5.3,3473,991,0.9391276199005112
134,"RGB LED strip, 3 channels, Red wire",0,5.35,3506,991,0.8299224472231194
135,"RGB LED strip, 3 channels, Red wire",0,5.4,3538,991,0.8602740134794185
136,"RGB LED strip, 3 channels, Red wire",0,5.45,3571,991,0.8779719135764648
137,"RGB LED strip, 3 channels, Red wire",0,5.5,3604,991,0.8994915303030486
138,"RGB LED strip, 3 channels, Red wire",0,5.55,3637,991,0.9094605545335236
139,"RGB LED strip, 3 channels, Red wire",0,5.6,3669,991,0.9080835525107593
140,"RGB LED strip, 3 channels, Red wire",0,5.65,3702,991,0.9167586972551636
141,"RGB LED strip, 3 channels, Red wire",0,5.7,3735,991,0.9277095114474917
142,"RGB LED strip, 3 channels, Red wire",0,5.75,3768,991,0.9335638501077269
143,"RGB LED strip, 3 channels, Red wire",0,5.8,3800,991,0.9513407926169609
144,"RGB LED strip, 3 channels, Red wire",0,5.85,3833,991,0.9643967110519805
145,"RGB LED strip, 3 channels, Red wire",0,5.9,3866,991,0.9697607947508131
146,"RGB LED strip, 3 channels, Red wire",0,5.95,3899,991,0.9705164178106088
147,"RGB LED strip, 3 channels, Red wire",0,6.0,3932,991,0.8735127374931998
148,"RGB LED strip, 3 channels, Red wire",0,6.1,3997,991,0.8599820845704493
149,"RGB LED strip, 3 channels, Red wire",0,6.2,4063,991,1.026395083092133
150,"RGB LED strip, 3 channels, Red wire",0,6.3,4128,991,1.0880829656569109
151,"RGB LED strip, 3 channels, Red wire",0,6.4,4194,991,1.1185442952629152
152,"RGB LED strip, 3 channels, Red wire",0,6.5,4259,991,1.149407477132484
153,"RGB LED strip, 3 channels, Red wire",0,6.6,4325,991,1.1715455927341523
154,"RGB LED strip, 3 channels, Red wire",0,6.7,4390,991,1.2108002306906327
155,"RGB LED strip, 3 channels, Red wire",0,6.8,4456,991,1.2390824537955905
156,"RGB LED strip, 3 channels, Red wire",0,6.9,4521,991,1.2561358542240673
157,"RGB LED strip, 3 channels, Red wire",0,7.0,4587,991,1.2796815327811493
158,"RGB LED strip, 3 channels, Red wire",0,7.1,4652,991,1.294672310263387
159,"RGB LED strip, 3 channels, Red wire",0,7.2,4718,991,1.3132145561278177
160,"RGB LED strip, 3 channels, Red wire",0,7.3,4783,991,1.3326228284212815
161,"RGB LED strip, 3 channels, Red wire",0,7.4,4849,991,1.3477092888235254
162,"RGB LED strip, 3 channels, Red wire",0,7.5,4915,991,1.367100920609147
163,"RGB LED strip, 3 channels, Red wire",0,7.6,4980,991,1.3817648881179168
164,"RGB LED strip, 3 channels, Red wire",0,7.7,5046,991,1.3898721755326973
165,"RGB LED strip, 3 channels, Red wire",0,7.8,5111,991,1.4043415771037917
166,"RGB LED strip, 3 channels, Red wire",0,7.9,5177,991,1.4161156964214021
167,"RGB LED strip, 3 channels, Red wire",0,8.0,5242,991,1.4328980485781406
168,"RGB LED strip, 3 channels, Red wire",0,8.1,5308,991,1.454301741767022
169,"RGB LED strip, 3 channels, Red wire",0,8.2,5373,991,1.4735563293704086
170,"RGB LED strip, 3 channels, Red wire",0,8.3,5439,991,1.478670885454253
171,"RGB LED strip, 3 channels, Red wire",0,8.4,5504,991,1.4984794899649034
172,"RGB LED strip, 3 channels, Red wire",0,8.5,5570,991,1.517239102462836
173,"RGB LED strip, 3 channels, Red wire",0,8.6,5635,991,1.5299818113394597
174,"RGB LED strip, 3 channels, Red wire",0,8.7,5701,991,1.542150262691116
175,"RGB LED strip, 3 channels, Red wire",0,8.8,5766,991,1.5572908847462519
176,"RGB LED strip, 3 channels, Red wire",0,8.9,5832,991,1.5777370287130281
177,"RGB LED strip, 3 channels, Red wire",0,9.0,5898,991,1.5874924464247595
178,"RGB LED strip, 3 channels, Red wire",0,9.1,5963,991,1.5943636161162114
179,"RGB LED strip, 3 channels, Red wire",0,9.2,6029,991,1.6064863860738001
180,"RGB LED strip, 3 channels, Red wire",0,9.3,6094,991,1.6168625427289491
181,"RGB LED strip, 3 channels, Red wire",0,9.4,6160,991,1.7452579010443334
182,"RGB LED strip, 3 channels, Red wire",0,9.5,6225,991,1.6607355616272492
183,"RGB LED strip, 3 channels, Red wire",0,9.6,6291,991,1.655857492760411
184,"RGB LED strip, 3 channels, Red wire",0,9.7,6356,991,1.6689208514224743
185,"RGB LED strip, 3 channels, Red wire",0,9.8,6422,991,1.6860028127225386
186,"RGB LED strip, 3 channels, Red wire",0,9.9,6487,991,1.7016080089553751
187,"RGB LED strip, 3 channels, Red wire",0,10.0,6553,991,1.7033295814935667
188,"RGB LED strip, 3 channels, Red wire",0,10.1,6618,991,1.722713613047277
189,"RGB LED strip, 3 channels, Red wire",0,10.2,6684,991,1.7263198831019175
190,"RGB LED strip, 3 channels, Red wire",0,10.3,6750,991,1.7520831493344053
191,"RGB LED strip, 3 channels, Red wire",0,10.4,6815,991,1.7561415931882716
192,"RGB LED strip, 3 channels, Red wire",0,10.5,6881,991,1.766678234741036
193,"RGB LED strip, 3 channels, Red wire",0,10.6,6946,991,1.7797502336667985
194,"RGB LED strip, 3 channels, Red wire",0,10.7,7012,991,1.792173972809231
195,"RGB LED strip, 3 channels, Red wire",0,10.8,7077,991,1.8032040694210714
196,"RGB LED strip, 3 channels, Red wire",0,10.9,7143,991,1.8155102849769562
197,"RGB LED strip, 3 channels, Red wire",0,11.0,7208,991,1.821614471261957
198,"RGB LED strip, 3 channels, Red wire",0,11.1,7274,991,1.836831655653584
199,"RGB LED strip, 3 channels, Red wire",0,11.2,7339,991,1.8448719810248173
200,"RGB LED strip, 3 channels, Red wire",0,11.3,7405,991,1.8506633577636085
201,"RGB LED strip, 3 channels, Red wire",0,11.4,7470,991,1.8634531080757957
202,"RGB LED strip, 3 channels, Red wire",0,11.5,7536,991,1.8795541594409075
203,"RGB LED strip, 3 channels, Red wire",0,11.6,7601,991,1.8944118928629552
204,"RGB LED strip, 3 channels, Red wire",0,11.7,7667,991,1.8989783522202266
205,"RGB LED strip, 3 channels, Red wire",0,11.8,7733,991,1.9140587324369112
206,"RGB LED strip, 3 channels, Red wire",0,11.9,7798,991,1.9294720028126047
207,"RGB LED strip, 3 channels, Red wire",0,12.0,7864,991,1.9391751789300697
208,"RGB LED strip, 3 channels, Red wire",0,12.2,7995,991,1.9553077512570871
209,"RGB LED strip, 3 channels, Red wire",0,12.4,8126,991,2.097024316103429
210,"RGB LED strip, 3 channels, Red wire",0,12.6,8257,991,1.9988237992614446
211,"RGB LED strip, 3 channels, Red wire",0,12.8,8388,991,2.0123575722794236
212,"RGB LED strip, 3 channels, Red wire",0,13.0,8519,991,2.0345252087819996
213,"RGB LED strip, 3 channels, Red wire",0,13.2,8650,991,2.048734602418306
214,"RGB LED strip, 3 channels, Red wire",0,13.4,8781,991,2.0618340421814687
215,"RGB LED strip, 3 channels, Red wire",0,13.6,8912,991,2.1070222212152476
216,"RGB LED strip, 3 channels, Red wire",0,13.8,9043,991,2.1041647740128964
217,"RGB LED strip, 3 channels, Red wire",0,14.0,9174,991,2.1267289026154765
218,"RGB LED strip, 3 channels, Red wire",0,14.2,9305,991,2.14104541952087
219,"RGB LED strip, 3 channels, Red wire",0,14.4,9436,991,2.152389845725279
220,"RGB LED strip, 3 channels, Red wire",0,14.6,9567,991,2.123609767427017
221,"RGB LED strip, 3 channels, Red wire",0,14.8,9699,991,2.137928044386136
222,"RGB LED strip, 3 channels, Red wire",0,15.0,9830,991,2.1607737015802173
223,"RGB LED strip, 3 channels, Red wire",0,15.2,9961,991,2.180165573373246
224,"RGB LED strip, 3 channels, Red wire",0,15.4,10092,991,2.222164615082248
225,"RGB LED strip, 3 channels, Red wire",0,15.6,10223,991,2.3282052111844562
226,"RGB LED strip, 3 channels, Red wire",0,15.8,10354,991,2.2583353989269748
227,"RGB LED strip, 3 channels, Red wire",0,16.0,10485,991,2.275402159763185
228,"RGB LED strip, 3 channels, Red wire",0,16.2,10616,991,2.286389135059076
229,"RGB LED strip, 3 channels, Red wire",0,16.4,10747,991,2.2671511879635142
230,"RGB LED strip, 3 channels, Red wire",0,16.6,10878,991,2.274218523641487
231,"RGB LED strip, 3 channels, Red wire",0,16.8,11009,991,2.2922573941441153
232,"RGB LED strip, 3 channels, Red wire",0,17.0,11140,991,2.0308035752067504
233,"RGB LED strip, 3 channels, Red wire",0,17.2,11271,991,2.2493932860353305
234,"RGB LED strip, 3 channels, Red wire",0,17.4,11402,991,2.255364748269873
235,"RGB LED strip, 3 channels, Red wire",0,17.6,11533,991,2.245242359359109
236,"RGB LED strip, 3 channels, Red wire",0,17.8,11665,991,2.1934428585637957
237,"RGB LED strip, 3 channels, Red wire",0,18.0,11796,991,2.0738246481057327
238,"RGB LED strip, 3 channels, Red wire",0,18.2,11927,991,2.048392511978534
239,"RGB LED strip, 3 channels, Red wire",0,18.4,12058,991,2.1414415116086505
240,"RGB LED strip, 3 channels, Red wire",0,18.6,12189,991,2.17942571079442
241,"RGB LED strip, 3 channels, Red wire",0,18.8,12320,991,2.1927412371520276
242,"RGB LED strip, 3 channels, Red wire",0,19.0,12451,991,2.2016833500436634
243,"RGB LED strip, 3 channels, Red wire",0,19.2,12582,991,2.2150889591503717
244,"RGB LED strip, 3 channels, Red wire",0,19.4,12713,991,2.2380058185174336
245,"RGB LED strip, 3 channels, Red wire",0,19.6,12844,991,2.1708402487868903
246,"RGB LED strip, 3 channels, Red wire",0,19.8,12975,991,2.1617072500699144
247,"RGB LED strip, 3 channels, Red wire",0,20.0,13106,991,2.172084926771455
248,"RGB LED strip, 3 channels, Red wire",0,20.2,13237,991,2.1690337936582837
249,"RGB LED strip, 3 channels, Red wire",0,20.4,13368,991,2.246279591012916
250,"RGB LED strip, 3 channels, Red wire",0,20.6,13500,991,2.3212764397351435
251,"RGB LED strip, 3 channels, Red wire",0,20.8,13631,991,2.486194032620665
252,"RGB LED strip, 3 channels, Red wire",0,21.0,13762,991,2.4477113382220246
253,"RGB LED strip, 3 channels, Red wire",0,21.2,13893,991,2.4541542548442132
254,"RGB LED strip, 3 channels, Red wire",0,21.4,14024,991,2.467047288308385
255,"RGB LED strip, 3 channels, Red wire",0,21.6,14155,991,2.4783189122910594
256,"RGB LED strip, 3 channels, Red wire",0,21.8,14286,991,2.4877902413330912
257,"RGB LED strip, 3 channels, Red wire",0,22.0,14417,991,2.5042121824909396
258,"RGB LED strip, 3 channels, Red wire",0,22.2,14548,991,2.518285811984057
259,"RGB LED strip, 3 channels, Red wire",0,22.4,14679,991,2.5362029987731765
260,"RGB LED strip, 3 channels, Red wire",0,22.6,14810,991,2.5458331326615533
261,"RGB LED strip, 3 channels, Red wire",0,22.8,14941,991,2.5601530896719455
262,"RGB LED strip, 3 channels, Red wire",0,23.0,15072,991,2.5635859944358685
263,"RGB LED strip, 3 channels, Red wire",0,23.2,15203,991,2.655956893371995
264,"RGB LED strip, 3 channels, Red wire",0,23.4,15334,991,2.6157480662960246
265,"RGB LED strip, 3 channels, Red wire",0,23.6,15466,991,2.596367554849738
266,"RGB LED strip, 3 channels, Red wire",0,23.8,15597,991,2.60416803290141
267,"RGB LED strip, 3 channels, Red wire",0,24.0,15728,991,2.619496100676895
268,"RGB LED strip, 3 channels, Red wire",0,24.5,16055,991,2.6315120673750974
269,"RGB LED strip, 3 channels, Red wire",0,25.0,16383,991,2.6626675781658236
270,"RGB LED strip, 3 channels, Red wire",0,25.5,16711,991,2.6747131457673405
271,"RGB LED strip, 3 channels, Red wire",0,26.0,17038,991,2.694984324394644
272,"RGB LED strip, 3 channels, Red wire",0,26.5,17366,991,2.722516764618057
273,"RGB LED strip, 3 channels, Red wire",0,27.0,17694,991,2.7341616799927357
274,"RGB LED strip, 3 channels, Red wire",0,27.5,18021,991,2.733140768836933
275,"RGB LED strip, 3 channels, Red wire",0,28.0,18349,991,2.7500906461061345
276,"RGB LED strip, 3 channels, Red wire",0,28.5,18677,991,2.7648539766472413
277,"RGB LED strip, 3 channels, Red wire",0,29.0,19004,991,2.7689334611431864
278,"RGB LED strip, 3 channels, Red wire",0,29.5,19332,991,2.7725717321744305
279,"RGB LED strip, 3 channels, Red wire",0,30.0,19660,991,2.7884743774846785
280,"RGB LED strip, 3 channels, Red wire",0,30.5,19987,991,2.8045121469185945
281,"RGB LED strip, 3 channels, Red wire",0,31.0,20315,991,2.804224538141425
282,"RGB LED strip, 3 channels, Red wire",0,31.5,20643,991,2.8108153792779413
283,"RGB LED strip, 3 channels, Red wire",0,32.0,20970,991,2.8173673392279026
284,"RGB LED strip, 3 channels, Red wire",0,32.5,21298,991,2.8253177418549016
285,"RGB LED strip, 3 channels, Red wire",0,33.0,21626,991,2.8340516883938363
286,"RGB LED strip, 3 channels, Red wire",0,33.5,21953,991,2.8391341634986063
287,"RGB LED strip, 3 channels, Red wire",0,34.0,22281,991,2.8459304509048553
288,"RGB LED strip, 3 channels, Red wire",0,34.5,22609,991,2.8498489704886083
289,"RGB LED strip, 3 channels, Red wire",0,35.0,22936,991,2.8540602190057207
290,"RGB LED strip, 3 channels, Red wire",0,35.5,23264,991,2.8647256644892916
291,"RGB LED strip, 3 channels, Red wire",0,36.0,23592,991,2.864927030634478
292,"RGB LED strip, 3 channels, Red wire",0,36.5,23919,991,2.8756144767895213
293,"RGB LED strip, 3 channels, Red wire",0,37.0,24247,991,2.8748105322549993
294,"RGB LED strip, 3 channels, Red wire",0,37.5,24575,991,2.883123425944456
295,"RGB LED strip, 3 channels, Red wire",0,38.0,24902,991,2.889291774187513
296,"RGB LED strip, 3 channels, Red wire",0,38.5,25230,991,2.8921578616535433
297,"RGB LED strip, 3 channels, Red wire",0,39.0,25558,991,2.8962641469674466
298,"RGB LED strip, 3 channels, Red wire",0,39.5,25885,991,2.8994746449440547
299,"RGB LED strip, 3 channels, Red wire",0,40.0,26213,991,2.8999586597149407
300,"RGB LED strip, 3 channels, Red wire",0,40.5,26541,991,2.9021677671315533
301,"RGB LED strip, 3 channels, Red wire",0,41.0,26868,991,2.9073467251808554
302,"RGB LED strip, 3 channels, Red wire",0,41.5,27196,991,2.9061436484658114
303,"RGB LED strip, 3 channels, Red wire",0,42.0,27524,991,2.912454641062041
304,"RGB LED strip, 3 channels, Red wire",0,42.5,27851,991,2.9092633436713466
305,"RGB LED strip, 3 channels, Red wire",0,43.0,28179,991,2.913339628069745
306,"RGB LED strip, 3 channels, Red wire",0,43.5,28507,991,2.9055269896468507
307,"RGB LED strip, 3 channels, Red wire",0,44.0,28834,991,2.906341094491345
308,"RGB LED strip, 3 channels, Red wire",0,44.5,29162,991,2.9084849999181066
309,"RGB LED strip, 3 channels, Red wire",0,45.0,29490,991,2.911516292425832
310,"RGB LED strip, 3 channels, Red wire",0,45.5,29817,991,2.9117646200041576
311,"RGB LED strip, 3 channels, Red wire",0,46.0,30145,991,2.9143530189958664
312,"RGB LED strip, 3 channels, Red wire",0,46.5,30473,991,2.914597026442345
313,"RGB LED strip, 3 channels, Red wire",0,47.0,30800,991,2.914624707287069
314,"RGB LED strip, 3 channels, Red wire",0,47.5,31128,991,2.9160422705476767
315,"RGB LED strip, 3 channels, Red wire",0,48.0,31456,991,2.9174220726559086
316,"RGB LED strip, 3 channels, Red wire",0,49.0,32111,991,2.9194469344498
317,"RGB LED strip, 3 channels, Red wire",0,50.0,32767,991,2.9192441282605897
